cauldron_001,cauldron_002,cauldron_003,cauldron_004,cauldron_005,cauldron_006,cauldron_007,cauldron_008,cauldron_009,cauldron_010,cauldron_011,cauldron_012,time
246.8,257.23,300.17,199.17,311.93,173.75,361.82,212.74,47.51,222.14,432.17,95.53,1761797460.0
246.95,257.25,300.36,199.28,312.07,173.77,362.01,212.92,47.7,222.22,432.06,95.64,1761797520.0
247.12,257.4,300.42,199.45,312.09,173.85,362.19,212.96,47.91,222.34,431.97,95.73,1761797580.0
247.17,257.4,300.45,199.57,312.29,173.87,362.32,213.11,48.09,222.35,431.92,95.75,1761797640.0
247.34,257.59,300.67,199.67,312.25,173.9,362.51,213.25,48.26,222.47,431.97,95.86,1761797700.0
247.36,257.69,300.82,199.67,312.32,174.03,362.72,213.24,48.43,222.62,432.14,95.96,1761797760.0
247.56,257.85,300.8,199.81,312.28,174.11,362.9,213.27,48.61,222.61,432.16,96.03,1761797820.0
247.67,257.99,301.03,199.95,312.26,174.21,363.15,213.28,48.78,222.59,432.35,96.06,1761797880.0
247.81,258.03,301.17,200.05,312.4,174.31,363.4,213.41,48.98,222.77,432.56,96.16,1761797940.0
247.86,258.18,301.24,200.03,312.61,174.42,363.59,213.58,49.14,222.8,432.51,96.23,1761798000.0
248.01,258.18,301.41,200.19,312.81,174.48,363.85,213.6,49.31,222.86,432.61,96.28,1761798060.0
248.0,258.29,301.44,200.18,312.75,174.62,363.81,213.75,49.48,222.84,432.8,96.34,1761798120.0
248.19,258.3,301.52,200.26,312.92,174.69,364.03,213.77,49.66,222.96,433.08,96.46,1761798180.0
248.28,258.49,301.6,200.35,313.01,174.76,364.18,213.76,49.82,223.04,433.14,96.57,1761798240.0
248.33,258.5,301.75,200.43,313.03,174.84,364.26,213.95,50.0,223.19,433.02,96.63,1761798300.0
248.45,258.63,301.84,200.53,313.26,174.82,364.31,214.01,50.16,223.28,433.24,96.71,1761798360.0
248.52,258.63,301.96,200.63,313.4,174.92,364.56,214.17,50.34,223.41,433.31,96.76,1761798420.0
248.71,258.72,302.15,200.7,313.46,174.89,364.49,214.27,50.52,223.42,433.27,96.82,1761798480.0
248.72,258.69,302.34,200.74,313.56,175.02,364.41,214.36,50.71,223.42,433.32,96.89,1761798540.0
248.72,258.81,302.34,200.9,313.52,175.03,364.49,214.36,50.9,223.42,433.62,96.99,1761798600.0
248.77,258.76,302.31,200.88,313.59,175.08,364.46,214.4,51.06,223.51,433.71,97.05,1761798660.0
248.82,258.7,302.31,200.97,313.63,175.2,364.45,214.4,51.26,223.59,433.74,97.09,1761798720.0
248.79,258.74,302.26,201.02,313.66,175.27,364.48,214.46,51.46,223.75,433.85,97.11,1761798780.0
248.76,258.75,302.45,201.08,313.67,175.31,364.64,214.55,51.62,223.76,434.06,97.18,1761798840.0
248.83,258.72,302.43,201.21,313.89,175.43,364.7,214.63,51.8,223.92,434.12,97.24,1761798900.0
248.92,258.81,302.62,201.18,313.96,175.5,364.83,214.66,51.98,224.07,434.16,97.31,1761798960.0
248.93,258.82,302.76,201.23,313.97,175.61,364.81,214.81,52.17,224.26,434.21,97.39,1761799020.0
249.03,258.86,302.84,201.33,314.16,175.62,365.07,214.89,52.37,224.37,434.31,97.43,1761799080.0
249.2,258.82,302.9,201.43,314.31,175.72,365.17,215.03,52.55,224.51,434.32,97.45,1761799140.0
249.29,258.99,303.02,201.56,314.24,175.81,365.27,215.17,52.73,224.69,434.31,97.47,1761799200.0
249.32,259.1,303.19,201.66,314.19,175.91,365.32,215.33,52.91,224.71,434.41,97.54,1761799260.0
249.45,259.09,303.33,201.82,314.38,175.95,365.54,215.4,53.1,224.8,434.48,97.63,1761799320.0
249.44,259.28,303.5,201.8,314.36,176.04,365.6,215.46,53.27,224.78,434.74,97.66,1761799380.0
249.44,259.43,303.53,201.9,314.48,176.15,365.57,215.63,53.45,224.82,434.88,97.72,1761799440.0
249.63,259.37,303.47,201.9,314.65,176.18,365.78,215.65,53.63,224.84,435.18,97.79,1761799500.0
249.74,259.39,303.69,201.9,314.68,176.24,365.77,215.69,53.8,225.01,435.28,97.85,1761799560.0
249.81,259.47,303.72,202.07,314.69,176.32,365.75,215.85,54.01,225.1,435.41,97.95,1761799620.0
249.83,259.55,303.83,202.05,314.79,176.44,365.82,215.85,54.2,225.13,435.31,98.06,1761799680.0
249.93,259.6,303.88,202.2,314.8,176.44,365.96,215.99,54.41,225.16,435.25,98.11,1761799740.0
249.97,259.7,303.99,202.32,314.82,176.46,366.18,216.08,54.57,225.14,435.52,98.14,1761799800.0
250.09,259.72,304.02,202.34,314.76,176.55,366.43,216.13,54.76,225.11,435.44,98.19,1761799860.0
250.14,259.81,304.04,202.32,314.68,176.53,366.37,216.18,54.94,225.18,435.61,98.27,1761799920.0
250.14,259.91,304.19,202.47,314.7,176.53,366.61,216.21,55.11,225.23,435.86,98.31,1761799980.0
250.25,260.09,304.13,202.63,314.76,176.62,366.77,216.35,55.26,225.32,436.09,98.34,1761800040.0
250.44,260.06,304.36,202.69,314.93,176.65,366.72,216.41,55.45,225.43,435.97,98.42,1761800100.0
250.62,260.12,304.38,202.77,314.89,176.65,366.7,216.53,55.63,225.56,436.15,98.48,1761800160.0
250.66,260.15,304.37,202.93,315.01,176.72,366.75,216.57,55.79,225.52,436.27,98.59,1761800220.0
250.86,260.19,304.59,203.02,314.98,176.73,366.8,216.62,55.99,225.61,436.39,98.68,1761800280.0
250.95,260.22,304.61,203.09,314.93,176.87,366.78,216.75,56.14,225.59,436.6,98.77,1761800340.0
251.04,260.18,304.59,203.25,315.07,176.99,366.84,216.73,56.32,225.74,436.75,98.87,1761800400.0
251.07,260.16,304.55,203.26,315.16,177.04,366.97,216.85,56.5,225.8,436.73,98.96,1761800460.0
251.22,260.12,304.75,203.27,315.34,177.07,367.18,216.87,56.69,225.89,436.87,98.99,1761800520.0
251.24,260.1,304.82,203.25,315.52,177.06,367.32,216.96,56.86,226.03,437.12,99.07,1761800580.0
251.38,260.24,305.04,203.3,315.64,177.07,367.56,217.05,57.06,226.09,437.27,99.14,1761800640.0
251.45,260.38,305.26,203.4,315.69,177.1,367.73,217.09,57.25,226.15,437.34,99.22,1761800700.0
251.57,260.49,305.39,203.48,315.92,177.22,367.87,217.25,57.45,226.27,437.56,99.24,1761800760.0
251.77,260.66,305.51,203.64,315.88,177.23,368.05,217.41,57.61,226.42,437.68,99.28,1761800820.0
251.89,260.81,305.57,203.68,316.03,177.26,368.22,217.47,57.81,226.47,437.79,99.37,1761800880.0
251.97,260.83,305.6,203.66,316.25,177.24,368.46,217.65,57.99,226.48,437.72,99.48,1761800940.0
252.1,260.8,305.78,203.78,316.21,177.37,368.72,217.78,58.16,226.51,437.89,99.57,1761801000.0
252.3,260.8,305.87,203.89,316.24,177.38,368.86,217.78,58.36,226.67,438.14,99.65,1761801060.0
252.5,260.93,305.85,204.01,316.35,177.52,368.92,217.81,58.52,226.76,438.42,99.69,1761801120.0
252.57,260.92,305.89,204.13,316.43,177.56,369.11,217.83,58.71,226.86,438.63,99.72,1761801180.0
252.72,261.0,305.95,204.14,316.47,177.67,369.21,217.85,58.89,227.05,438.7,99.76,1761801240.0
252.79,261.01,305.96,204.15,316.55,177.68,369.44,218.0,59.09,227.18,438.77,99.78,1761801300.0
252.86,261.18,305.96,204.3,316.49,177.75,369.49,218.04,59.24,227.18,438.81,99.86,1761801360.0
252.91,261.23,306.17,204.47,316.48,177.81,369.6,218.15,59.41,227.36,438.82,99.87,1761801420.0
253.01,261.41,306.24,204.48,316.53,177.8,369.76,218.2,59.62,227.46,439.1,99.95,1761801480.0
253.08,261.48,306.23,204.51,316.74,177.78,369.95,218.38,59.81,227.58,439.16,100.0,1761801540.0
253.2,261.49,306.19,204.63,316.69,177.92,370.19,218.44,59.98,227.66,439.4,100.04,1761801600.0
253.39,261.65,306.27,204.77,316.69,178.05,370.36,218.59,60.14,227.63,439.61,100.11,1761801660.0
253.45,261.78,306.36,204.9,316.7,178.05,370.31,218.75,60.32,227.64,439.61,100.16,1761801720.0
253.62,261.83,306.49,204.97,316.64,178.1,370.51,218.87,60.51,227.67,439.67,100.17,1761801780.0
253.8,261.85,306.62,205.05,316.87,178.09,370.62,218.86,60.69,227.79,439.79,100.19,1761801840.0
253.87,261.92,306.77,205.03,317.03,178.09,370.59,219.03,60.88,227.83,439.88,100.26,1761801900.0
254.03,261.93,306.94,205.19,317.17,178.08,370.74,219.18,61.04,227.93,439.81,100.34,1761801960.0
254.07,261.93,307.0,205.32,317.39,178.04,370.76,219.18,61.25,227.93,439.84,100.38,1761802020.0
254.21,261.93,307.09,205.3,317.56,178.11,370.94,219.18,61.41,228.02,439.96,100.41,1761802080.0
254.28,262.11,307.13,205.43,317.76,178.19,370.87,219.33,61.61,227.98,440.06,100.47,1761802140.0
254.23,262.25,307.13,205.6,317.85,178.29,370.92,219.34,61.8,228.14,440.06,100.54,1761802200.0
254.33,262.24,307.36,205.67,317.93,178.37,370.95,219.35,61.97,228.25,440.32,100.65,1761802260.0
254.47,262.28,307.34,205.71,317.91,178.46,371.13,219.51,62.17,228.27,440.24,100.68,1761802320.0
254.51,262.47,307.48,205.86,318.03,178.55,371.31,219.65,62.34,228.42,440.33,100.7,1761802380.0
254.62,262.43,307.48,205.98,318.03,178.61,371.26,219.79,62.5,228.53,440.36,100.72,1761802440.0
254.75,262.44,307.64,205.97,318.2,178.64,371.27,219.92,62.7,228.6,440.26,100.76,1761802500.0
254.71,262.46,307.69,206.11,318.14,178.73,371.22,220.01,62.86,228.6,440.19,100.83,1761802560.0
254.75,262.47,307.68,206.13,318.31,178.7,371.46,220.12,63.05,228.66,440.3,100.87,1761802620.0
254.95,262.47,307.7,206.21,318.47,178.73,371.73,220.09,63.26,228.64,440.6,100.93,1761802680.0
255.04,262.55,307.72,206.21,318.6,178.71,371.85,220.08,63.42,228.8,440.84,100.98,1761802740.0
255.08,262.5,307.88,206.23,318.52,178.79,371.89,220.09,63.6,228.83,440.89,101.04,1761802800.0
255.22,262.6,307.94,206.27,318.71,178.77,372.13,220.21,63.81,229.0,441.16,101.09,1761802860.0
255.19,262.72,308.16,206.39,318.78,178.73,372.17,220.3,63.98,229.14,441.41,101.15,1761802920.0
255.24,262.89,308.29,206.5,318.71,178.86,372.09,220.45,64.13,229.25,441.61,101.26,1761802980.0
255.4,262.97,308.53,206.62,318.73,178.86,372.32,220.58,64.29,229.36,441.49,101.34,1761803040.0
255.39,263.05,308.64,206.79,318.7,178.99,372.53,220.58,64.5,229.51,441.04,101.41,1761803100.0
255.56,263.12,308.69,206.84,318.73,178.96,372.68,220.73,64.71,229.54,440.59,101.47,1761803160.0
255.62,263.31,308.93,206.94,318.7,178.99,372.82,220.9,64.9,229.52,440.14,101.5,1761803220.0
255.68,263.39,309.16,207.09,318.66,179.0,372.83,220.88,65.09,229.48,439.69,101.52,1761803280.0
255.65,263.55,309.16,207.21,318.79,179.03,372.77,221.0,65.29,229.53,439.24,101.62,1761803340.0
255.79,263.55,309.21,207.3,318.74,179.04,372.78,221.13,65.47,229.56,438.79,101.65,1761803400.0
255.88,263.67,309.2,207.43,318.87,179.14,372.81,221.27,65.66,229.68,438.34,101.73,1761803460.0
255.99,263.76,309.23,207.56,318.88,179.12,372.95,221.27,65.82,229.64,437.89,101.76,1761803520.0
256.03,263.8,309.24,207.64,318.87,179.17,372.86,221.39,65.98,229.81,437.44,101.81,1761803580.0
256.06,263.81,309.37,207.69,319.08,179.32,373.13,221.52,66.13,229.9,436.99,101.82,1761803640.0
256.03,264.0,309.33,207.73,319.1,179.45,373.23,221.52,66.33,229.88,436.54,101.92,1761803700.0
255.99,264.0,309.48,207.82,319.21,179.55,373.39,221.65,66.48,229.87,436.09,102.0,1761803760.0
256.11,264.08,309.45,207.92,319.15,179.55,373.61,221.84,66.68,229.96,435.64,102.08,1761803820.0
256.2,264.12,309.46,208.03,319.2,179.57,373.56,221.92,66.88,230.05,435.19,102.14,1761803880.0
256.29,264.1,309.53,208.05,319.17,179.65,373.49,221.9,67.08,230.05,434.74,102.24,1761803940.0
256.34,264.17,309.7,208.19,319.1,179.71,373.49,221.94,67.27,230.16,434.29,102.3,1761804000.0
256.35,264.31,309.92,208.27,319.13,179.76,373.54,222.12,67.47,230.32,433.84,102.36,1761804060.0
256.42,264.46,309.96,208.29,319.32,179.9,373.75,222.11,67.62,230.41,433.39,102.44,1761804120.0
256.43,264.5,310.04,208.3,319.42,179.9,373.89,222.12,67.82,230.46,432.94,102.53,1761804180.0
256.44,264.54,310.23,208.32,319.53,180.03,373.94,222.26,67.99,230.53,432.49,102.58,1761804240.0
256.43,264.69,310.18,208.3,319.55,180.05,374.01,222.29,68.15,230.63,432.04,102.62,1761804300.0
256.63,264.87,310.34,208.33,319.77,180.1,374.05,222.47,68.32,230.69,431.59,102.68,1761804360.0
256.67,265.04,310.28,208.31,319.76,180.15,374.17,222.63,68.47,230.85,431.14,102.72,1761804420.0
256.62,265.03,310.28,208.33,319.82,180.12,374.28,222.65,68.62,230.88,430.69,102.83,1761804480.0
256.72,264.98,310.3,208.42,319.91,180.1,374.29,222.78,68.77,230.84,430.24,102.92,1761804540.0
256.81,265.08,310.31,208.57,319.9,180.23,374.38,222.84,68.94,230.89,429.79,102.97,1761804600.0
256.83,265.01,310.5,208.68,320.06,180.34,374.34,222.87,69.14,230.87,429.34,102.99,1761804660.0
256.93,265.0,310.67,208.67,320.21,180.37,374.39,222.98,69.3,230.87,428.89,103.06,1761804720.0
256.95,264.97,310.8,208.74,320.17,180.36,374.41,223.03,69.48,231.03,428.44,103.17,1761804780.0
257.14,265.15,310.87,208.87,320.21,180.33,374.67,223.17,69.68,231.13,427.99,103.28,1761804840.0
257.14,265.18,310.8,208.89,320.15,180.3,374.63,223.19,69.85,231.24,427.54,103.35,1761804900.0
257.12,265.3,311.0,208.97,320.21,180.31,374.69,223.21,70.05,231.32,427.09,103.4,1761804960.0
257.22,265.3,311.01,208.94,320.2,180.42,374.72,223.32,70.25,231.44,426.64,103.51,1761805020.0
257.34,265.28,311.16,208.97,320.27,180.47,374.95,223.42,70.44,231.53,426.19,103.54,1761805080.0
257.49,265.47,311.23,209.03,320.36,180.52,375.07,223.43,70.59,231.53,425.74,103.55,1761805140.0
257.55,265.47,311.45,209.05,320.53,180.54,375.0,223.53,70.75,231.5,425.29,103.59,1761805200.0
257.74,265.41,311.58,209.2,320.58,180.66,375.27,223.51,70.93,231.63,424.84,103.65,1761805260.0
257.9,265.53,311.72,209.22,320.7,180.69,375.38,223.52,71.1,231.79,424.39,103.74,1761805320.0
257.92,265.49,311.89,209.28,320.86,180.8,375.4,223.67,71.27,231.91,423.94,103.77,1761805380.0
258.05,265.65,311.95,209.37,320.85,180.94,375.68,223.71,71.45,232.03,423.49,103.8,1761805440.0
258.1,265.78,311.91,209.52,320.94,180.96,375.71,223.76,71.62,232.03,423.04,103.85,1761805500.0
258.23,265.88,312.04,209.62,321.17,181.0,375.86,223.94,71.82,232.06,422.59,103.96,1761805560.0
258.36,265.86,312.28,209.76,321.28,181.05,375.88,224.04,72.02,232.07,422.14,104.03,1761805620.0
258.49,265.96,312.42,209.85,321.27,181.1,376.0,224.19,72.22,232.24,421.69,104.11,1761805680.0
258.54,265.93,312.54,209.83,321.45,181.22,376.19,224.26,72.41,232.38,421.24,104.16,1761805740.0
258.66,266.02,312.54,209.89,321.54,181.35,376.26,224.25,72.56,232.38,420.79,104.19,1761805800.0
258.63,266.16,312.53,209.9,321.54,181.48,376.33,224.43,72.73,232.55,420.34,104.23,1761805860.0
258.82,266.18,312.64,209.93,321.68,181.6,376.46,224.4,72.92,232.64,419.89,104.29,1761805920.0
258.9,266.23,312.74,210.08,321.75,181.73,376.45,224.47,73.12,232.62,419.44,104.37,1761805980.0
258.85,266.2,312.88,210.09,321.91,181.82,376.62,224.51,73.32,232.61,418.99,104.4,1761806040.0
259.03,266.38,312.87,210.15,322.02,181.83,376.79,224.54,73.48,232.68,418.54,104.5,1761806100.0
259.02,266.41,312.9,210.3,322.26,181.96,376.79,224.67,73.69,232.68,418.09,104.61,1761806160.0
259.04,266.46,313.11,210.4,322.41,182.05,377.01,224.77,73.86,232.86,417.64,104.72,1761806220.0
259.08,266.62,313.1,210.43,322.42,182.04,377.26,224.85,74.07,232.91,417.19,104.74,1761806280.0
259.21,266.61,313.27,210.6,322.59,182.05,377.3,224.9,74.24,232.87,416.74,104.78,1761806340.0
259.28,266.58,313.51,210.77,322.64,182.02,377.41,225.08,74.43,233.05,416.29,104.87,1761806400.0
259.35,266.74,313.63,210.91,322.68,182.16,377.49,225.25,74.63,233.03,415.84,104.88,1761806460.0
259.36,266.77,313.69,210.95,322.71,182.22,377.71,225.34,74.84,233.0,415.39,104.99,1761806520.0
259.43,266.81,313.91,211.02,322.86,182.28,377.93,225.34,75.02,233.0,414.94,105.01,1761806580.0
259.54,266.89,313.86,211.01,322.8,182.42,378.05,225.43,75.24,233.15,414.49,105.05,1761806640.0
259.49,267.03,314.08,211.09,322.89,182.43,377.98,225.44,75.43,233.23,414.04,105.12,1761806700.0
259.53,266.96,314.21,211.06,322.86,182.46,378.06,225.57,75.61,233.26,413.59,105.15,1761806760.0
259.7,267.0,314.25,211.21,322.81,182.5,378.32,225.66,75.79,233.37,413.14,105.18,1761806820.0
259.91,267.17,314.47,211.33,323.01,182.62,378.46,225.83,75.99,233.53,412.69,105.26,1761806880.0
260.0,267.35,314.54,211.36,322.99,182.6,378.53,225.93,76.17,233.51,412.24,105.31,1761806940.0
260.06,267.3,314.54,211.44,323.15,182.67,378.5,226.03,76.36,233.68,411.79,105.33,1761807000.0
260.26,267.26,314.7,211.43,323.21,182.73,378.65,226.21,76.51,233.86,411.34,105.45,1761807060.0
260.42,267.19,314.88,211.44,323.38,182.83,378.68,226.4,76.66,233.98,410.89,105.56,1761807120.0
260.55,267.34,314.95,211.56,323.6,182.81,378.69,226.58,76.85,234.07,410.44,105.61,1761807180.0
260.71,267.39,314.99,211.73,323.79,182.84,378.93,226.7,77.03,234.09,409.99,105.63,1761807240.0
260.7,267.43,315.11,211.84,323.84,182.88,379.11,226.89,77.23,234.11,409.54,105.72,1761807300.0
260.65,267.36,315.09,211.97,323.9,183.02,379.38,226.98,77.45,234.07,409.09,105.84,1761807360.0
260.85,267.3,315.02,212.1,324.04,183.11,379.34,227.03,77.66,234.08,408.64,105.86,1761807420.0
260.88,267.33,315.18,212.27,324.09,183.09,379.47,227.16,77.84,234.12,408.19,105.93,1761807480.0
260.95,267.48,315.19,212.29,324.29,183.17,379.62,227.28,78.01,234.12,407.74,106.0,1761807540.0
260.91,267.49,315.31,212.43,324.52,183.23,379.8,227.25,78.22,234.23,407.29,106.02,1761807600.0
261.08,267.58,315.25,212.5,324.65,183.31,379.81,227.32,78.38,234.4,406.84,106.11,1761807660.0
261.16,267.65,315.26,212.57,324.86,183.43,379.9,227.48,78.53,234.49,406.39,106.13,1761807720.0
261.14,267.65,315.38,212.61,324.89,183.5,379.86,227.49,78.72,234.46,405.94,106.15,1761807780.0
261.17,267.66,315.58,212.63,324.89,183.62,380.14,227.62,78.92,234.47,405.49,106.24,1761807840.0
261.22,267.62,315.58,212.73,324.94,183.65,380.38,227.81,79.13,234.46,405.04,106.35,1761807900.0
261.31,267.71,315.75,212.78,325.01,183.7,380.39,227.79,79.3,234.55,404.59,106.44,1761807960.0
261.28,267.82,315.75,212.93,325.05,183.69,380.56,227.92,79.5,234.7,404.14,106.52,1761808020.0
261.41,267.82,315.99,213.01,324.96,183.79,380.61,228.02,79.67,234.85,403.69,106.54,1761808080.0
261.47,267.91,316.01,213.15,325.11,183.84,380.56,228.06,79.87,234.96,403.24,106.57,1761808140.0
261.68,267.95,316.08,213.31,325.28,183.88,380.8,228.04,80.07,235.01,402.79,106.67,1761808200.0
261.76,268.06,316.08,213.48,325.29,183.97,380.91,228.15,80.23,235.08,402.34,106.78,1761808260.0
261.86,268.17,316.09,213.57,325.3,184.04,381.19,228.19,80.43,235.07,401.89,106.86,1761808320.0
261.95,268.2,316.04,213.7,325.22,184.18,381.39,228.21,80.6,235.17,401.44,106.91,1761808380.0
262.14,268.39,316.12,213.7,325.4,184.15,381.43,228.22,80.81,235.2,400.99,106.99,1761808440.0
262.35,268.49,316.34,213.71,325.49,184.22,381.67,228.28,80.97,235.37,400.54,107.1,1761808500.0
262.33,268.53,316.46,213.79,325.65,184.26,381.81,228.37,81.14,235.47,400.09,107.17,1761808560.0
262.45,268.71,316.67,213.8,325.7,184.32,382.06,228.54,81.3,235.49,399.64,107.22,1761808620.0
262.56,268.9,316.91,213.83,325.66,184.47,382.1,228.68,81.44,235.65,399.19,107.27,1761808680.0
262.68,269.0,316.87,214.0,325.82,184.56,382.25,228.75,81.64,235.75,398.74,107.32,1761808740.0
262.7,268.95,316.86,214.16,325.92,184.67,382.38,228.8,81.8,235.91,398.29,107.43,1761808800.0
262.87,269.05,316.92,214.27,325.88,184.71,382.33,228.81,82.0,235.88,397.84,107.46,1761808860.0
262.95,269.0,316.93,214.42,326.1,184.79,382.38,228.97,82.22,236.02,397.39,107.48,1761808920.0
263.13,268.95,316.97,214.42,326.29,184.89,382.51,229.16,82.39,236.13,396.94,107.51,1761808980.0
263.18,269.1,317.06,214.47,326.22,184.91,382.78,229.34,82.6,236.14,396.49,107.57,1761809040.0
263.24,269.26,317.31,214.52,326.29,184.88,383.01,229.5,82.82,236.21,396.04,107.62,1761809100.0
263.26,269.41,317.54,214.55,326.22,184.84,383.26,229.58,83.02,236.32,395.59,107.68,1761809160.0
263.46,269.48,317.47,214.69,326.18,184.87,383.18,229.76,83.2,236.36,395.14,107.71,1761809220.0
263.5,269.48,317.51,214.79,326.31,185.0,383.09,229.82,83.41,236.33,394.69,107.78,1761809280.0
263.55,269.54,317.74,214.89,326.49,185.14,383.38,229.9,83.63,236.48,394.24,107.85,1761809340.0
263.68,269.73,317.83,214.96,326.47,185.2,383.34,229.96,83.82,236.47,393.79,107.97,1761809400.0
263.86,269.68,318.05,215.11,326.44,185.18,383.56,230.05,84.02,236.54,393.34,108.01,1761809460.0
263.96,269.68,318.27,215.13,326.54,185.32,383.56,230.11,84.23,236.73,392.89,108.09,1761809520.0
264.0,269.74,318.27,215.11,326.71,185.39,383.65,230.19,84.42,236.85,392.44,108.13,1761809580.0
264.0,269.71,318.48,215.09,326.67,185.49,383.87,230.25,84.61,237.04,391.99,108.2,1761809640.0
263.97,269.77,318.56,215.25,326.8,185.59,384.02,230.44,84.79,237.11,391.54,108.25,1761809700.0
263.98,269.91,318.59,215.29,326.72,185.67,384.28,230.43,84.98,237.18,391.09,108.33,1761809760.0
264.16,269.9,318.65,215.32,326.88,185.75,384.43,230.48,85.15,237.14,390.64,108.38,1761809820.0
264.23,269.97,318.89,215.33,326.94,185.86,384.63,230.51,85.36,237.31,390.19,108.42,1761809880.0
264.26,270.05,318.95,215.5,326.97,185.94,384.75,230.67,85.55,237.44,389.74,108.46,1761809940.0
264.36,270.2,319.0,215.58,327.2,186.01,384.96,230.83,85.75,237.43,389.29,108.47,1761810000.0
264.52,270.34,319.2,215.68,327.15,186.03,384.98,231.0,85.94,237.61,388.84,108.54,1761810060.0
264.71,270.28,319.35,215.72,327.23,186.09,384.92,231.08,86.09,237.72,388.39,108.66,1761810120.0
264.7,270.27,319.49,215.82,327.35,186.19,385.01,231.16,86.29,237.9,387.94,108.69,1761810180.0
264.9,270.3,319.6,215.82,327.53,186.32,385.28,231.19,86.42,238.04,387.49,108.71,1761810240.0
264.87,270.32,319.79,215.89,327.57,186.33,385.55,231.34,86.57,238.05,387.04,108.82,1761810300.0
265.07,270.38,319.77,216.01,327.75,186.31,385.47,231.35,86.8,238.04,386.59,108.91,1761810360.0
265.26,270.45,320.02,216.16,327.83,186.33,385.59,231.51,87.01,238.02,386.14,108.92,1761810420.0
265.31,270.4,320.02,216.3,327.89,186.38,385.74,231.7,87.19,238.09,385.69,108.95,1761810480.0
265.33,270.39,320.15,216.34,327.83,186.41,385.86,231.88,87.41,238.11,385.24,108.97,1761810540.0
265.48,270.59,320.12,216.4,327.96,186.53,386.06,232.02,87.61,238.09,384.79,109.03,1761810600.0
265.68,270.66,320.12,216.39,327.94,186.53,386.23,232.1,87.75,238.24,384.34,109.08,1761810660.0
265.64,270.69,320.13,216.41,328.06,186.54,386.22,232.17,87.93,238.36,383.89,109.12,1761810720.0
265.61,270.85,320.14,216.5,328.17,186.6,386.34,232.31,88.14,238.48,383.44,109.18,1761810780.0
265.66,270.83,320.35,216.58,328.35,186.59,386.52,232.42,88.29,238.49,382.99,109.29,1761810840.0
